24	0	60	1	98.82352941176471	100.0	98.36065573770492	96.0	97.95918367346938	0.9918032786885246	0.17204733588407786
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.1968954068756471
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.20113466117000459
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.22267913725419486
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.13303337280294486
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.2004877412796205
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.2901143982379306
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.28058366528840245
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.20523962172531823
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.3821074125611668
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.12068088675374515
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.12437889005903519
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.13243851889976663
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.37777813570550217
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.17951260060176713
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.22227803100256605
24	0	60	1	98.82352941176471	100.0	98.36065573770492	96.0	97.95918367346938	0.9918032786885246	0.22729518880868887
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.2617033224595556
24	0	60	1	98.82352941176471	100.0	98.36065573770492	96.0	97.95918367346938	0.9918032786885246	0.25560196799614837
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.1696371545088153
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.2511605768575779
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.20276966330615168
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.17896416953567781
24	0	60	1	98.82352941176471	100.0	98.36065573770492	96.0	97.95918367346938	0.9918032786885246	0.4773521709344541
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.12981118952179457
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.19305833015345641
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.20584837054223404
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.15451588432251037
24	0	60	1	98.82352941176471	100.0	98.36065573770492	96.0	97.95918367346938	0.9918032786885246	0.2695665814923458
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.19740131528547994
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.36457236351358385
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.1478289089242068
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.35879305843118126
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.11497840451654262
23	1	59	2	96.47058823529412	95.83333333333333	96.72131147540983	92.0	93.87755102040818	0.9627732240437159	0.3087360942275979
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.20763207295312963
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.15222195062706317
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.1570555762752606
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.11313308093986588
24	0	60	1	98.82352941176471	100.0	98.36065573770492	96.0	97.95918367346938	0.9918032786885246	0.3133529388772794
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.30125982268973917
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.18208250892497002
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.14613211895003397
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.22055046769044181
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.21325433358513612
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.24573113324400692
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.21587934342761816
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.21973193898038365
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.3171432746523001
24	0	61	0	100.0	100.0	100.0	100.0	100.0	1.0	0.1688135158725765
